ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Oligoflexia	0.0811103100216294	0.135183850036049	0.279379956741168	0.162220620043259	0.567772170151406	0.225306416726748	0.162220620043259	0.189257390050469	0.135183850036049	0.306416726748378	0.207281903388608	0.0720980533525595	0.234318673395818	0.549747656813266	0.135183850036049	0.162220620043259	0.297404470079308	0.0991348233597693
Planctomycetacia	0.0270367700072098	0.144196106705119	0.0901225666906993	0.0180245133381399	0	0.0360490266762797	0.387527036770007	0.594808940158616	0.243330930064888	0.108147080028839	0.207281903388608	0.369502523431867	0.162220620043259	0.126171593366979	0.180245133381399	0.126171593366979	0.0630857966834895	0.0540735400144196
Acidobacteria_Gp10	0.135183850036049	0.0811103100216294	0.0811103100216294	0.0450612833453497	0.108147080028839	0.135183850036049	0.108147080028839	0.117159336697909	0.180245133381399	0.0811103100216294	0.126171593366979	0.189257390050469	0.0270367700072098	0.0720980533525595	0.495674116798846	0.0720980533525595	0.0360490266762797	0.0811103100216294
Spirochaetia	0.0540735400144196	0.0180245133381399	0.0991348233597693	0.0811103100216294	0.117159336697909	0.0811103100216294	0.0811103100216294	0.0811103100216294	0.0991348233597693	0.162220620043259	0.153208363374189	0.0720980533525595	0.0901225666906993	0.153208363374189	0.135183850036049	0.144196106705119	0.0630857966834895	0.153208363374189
Acidimicrobiia	0.0811103100216294	0.0811103100216294	0.216294160057678	0.0450612833453497	0.0720980533525595	0.0630857966834895	0.135183850036049	0.0811103100216294	0.0720980533525595	0.108147080028839	0.0540735400144196	0.0991348233597693	0.0540735400144196	0.0901225666906993	0.0901225666906993	0.0901225666906993	0.0720980533525595	0.0720980533525595
Nitrospira	0.0450612833453497	0.0540735400144196	0.0180245133381399	0.0630857966834895	0.0270367700072098	0.0360490266762797	0.0901225666906993	0.0540735400144196	0.0720980533525595	0.0630857966834895	0.0901225666906993	0.135183850036049	0.0630857966834895	0.0720980533525595	0.0811103100216294	0.315428983417448	0.108147080028839	0.153208363374189
Chloroflexia	0.135183850036049	0.162220620043259	0.0360490266762797	0.0630857966834895	0.0811103100216294	0.0811103100216294	0.0811103100216294	0.0630857966834895	0.108147080028839	0.0360490266762797	0.0540735400144196	0.0540735400144196	0.117159336697909	0.0540735400144196	0.0450612833453497	0.0630857966834895	0.0540735400144196	0.108147080028839
Opitutae	0.00901225666906993	0.0180245133381399	0.00901225666906993	0.0180245133381399	0.0270367700072098	0.0180245133381399	0.0540735400144196	0.0360490266762797	0.0901225666906993	0.0811103100216294	0.126171593366979	0.234318673395818	0.108147080028839	0.0991348233597693	0.144196106705119	0.0901225666906993	0.0720980533525595	0.0630857966834895
Rubrobacteria	0.0180245133381399	0.135183850036049	0.0540735400144196	0.0540735400144196	0.00901225666906993	0.0450612833453497	0.117159336697909	0.0811103100216294	0.0360490266762797	0.0450612833453497	0.0360490266762797	0.135183850036049	0.0811103100216294	0.0270367700072098	0.0630857966834895	0.0720980533525595	0.108147080028839	0.0360490266762797
Clostridia	0	0.414563806777217	0.0360490266762797	0.00901225666906993	0.00901225666906993	0.00901225666906993	0.0540735400144196	0.00901225666906993	0.0811103100216294	0.00901225666906993	0.0180245133381399	0.0720980533525595	0	0.00901225666906993	0	0.00901225666906993	0.00901225666906993	0.180245133381399
Subdivision3	0.0811103100216294	0.0360490266762797	0.0540735400144196	0.0270367700072098	0.0180245133381399	0.0360490266762797	0.0630857966834895	0.0450612833453497	0.0901225666906993	0.0720980533525595	0.0811103100216294	0.0630857966834895	0.0540735400144196	0.0180245133381399	0.0811103100216294	0.0450612833453497	0.00901225666906993	0.0450612833453497
Acidobacteria_Gp6	0.00901225666906993	0.0450612833453497	0	0.00901225666906993	0	0	0.0991348233597693	0.0180245133381399	0.0450612833453497	0.0270367700072098	0.0811103100216294	0.0991348233597693	0.0180245133381399	0.00901225666906993	0.0540735400144196	0.0540735400144196	0	0
Acidobacteria_Gp17	0	0.0180245133381399	0	0	0.00901225666906993	0.0270367700072098	0.108147080028839	0.0270367700072098	0.0180245133381399	0.00901225666906993	0.0630857966834895	0.0630857966834895	0.0360490266762797	0.0360490266762797	0.0270367700072098	0.0270367700072098	0.00901225666906993	0.0180245133381399
Verrucomicrobiae	0	0	0.00901225666906993	0	0.00901225666906993	0.00901225666906993	0.0180245133381399	0.0180245133381399	0.0630857966834895	0.00901225666906993	0.0630857966834895	0.0630857966834895	0.0180245133381399	0.0540735400144196	0.00901225666906993	0.0270367700072098	0.0270367700072098	0.00901225666906993
Vicinamibacteria	0.00901225666906993	0.0180245133381399	0.00901225666906993	0	0	0	0.0630857966834895	0.0180245133381399	0.0270367700072098	0.00901225666906993	0.0270367700072098	0.0630857966834895	0.0450612833453497	0.00901225666906993	0.0360490266762797	0	0.00901225666906993	0.0180245133381399
Acidobacteria_Gp3	0	0.0270367700072098	0.00901225666906993	0.00901225666906993	0	0.00901225666906993	0.0360490266762797	0.0180245133381399	0.0450612833453497	0.0180245133381399	0.0180245133381399	0	0	0.0180245133381399	0.0270367700072098	0	0	0.00901225666906993
Erysipelotrichia	0	0.00901225666906993	0	0.00901225666906993	0.00901225666906993	0	0.00901225666906993	0.0180245133381399	0.0180245133381399	0.00901225666906993	0	0.0360490266762797	0.00901225666906993	0	0.0180245133381399	0	0.00901225666906993	0
